Qualification,Experience,Rating,Profile,Fees,Number_degrees_diploma_certificate,Qual_unknown,Qual_BDS,Qual_BHMS,Qual_BAMS,Qual_MBBS,Qual_MS,Qual_MD,Qual_MDS,Qual_DIPLOMA,Qual_PHD,Qual_others,Area,City,Number_Feedback,Approx_Fees,Misc_Info,Area_Codes,City_Bangalore,City_Chennai,City_Coimbatore,City_Delhi,City_Ernakulam,City_Hyderabad,City_Mumbai,City_Sector 5,City_Thiruvananthapuram,City_Unknown,Profile_Ayurveda,Profile_Dentist,Profile_Dermatologists,Profile_ENT Specialist,Profile_General Medicine,Profile_Homeopath
"MBBS, MD - Dermatology",9,90,Dermatologists,200,2,0,0,0,0,1,0,1,0,0,0,0,Sholinganallur,Chennai,19,0,1,779,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO)",48,60,General Medicine,150,2,0,0,0,0,1,0,0,0,1,0,0,Chromepet,Chennai,3,0,1,137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MD - Internal Medicine",27,0,General Medicine,300,2,0,0,0,0,1,0,1,0,0,0,0,West Marredpally,Hyderabad,0,0,0,924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"BHMS, MBA (HCS)",10,92,Homeopath,350,2,0,0,1,0,0,1,0,0,0,0,0,Subzi Mandi,Delhi,2,0,1,802,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, MD - Dermatology , Venereology & Leprosy, FRGUHS",14,0,Dermatologists,300,4,0,0,0,0,1,0,1,0,0,0,0,RT Nagar,Bangalore,0,0,0,676,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BDS,13,99,Dentist,400,1,0,1,0,0,0,0,0,0,0,0,0,HSR Layout,Bangalore,0,0,1,244,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MDS - Prosthodontist And Crown Bridge, BDS",11,100,Dentist,100,2,0,1,0,0,0,1,1,1,0,0,0,Tambaram,Chennai,0,0,1,822,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MDS - Paedodontics And Preventive Dentistry, BDS",10,100,Dentist,300,2,0,1,0,0,0,1,1,1,0,0,0,JB Nagar,Mumbai,0,0,1,275,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
BAMS,16,0,Ayurveda,500,1,0,0,0,1,0,1,0,0,0,0,0,Ghatkopar West,Mumbai,0,0,0,218,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"BHMS, MD - Homeopathy",12,0,Homeopath,450,2,0,0,1,0,0,1,1,0,0,0,0,Sion,Mumbai,0,0,1,786,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BHMS,4,0,Homeopath,150,1,0,0,1,0,0,1,0,0,0,0,0,Kakkanad,Ernakulam,0,0,0,324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
BDS,5,0,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,Bellandur,Bangalore,0,0,1,83,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BAMS,5,0,Ayurveda,100,1,0,0,0,1,0,1,0,0,0,0,0,Perurkada,Thiruvananthapuram,0,0,0,646,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"MBBS, MD - General Medicine, FCCM",17,0,General Medicine,400,3,0,0,0,0,1,0,1,0,0,0,0,Mira Road,Mumbai,0,0,0,509,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
BHMS,6,0,Homeopath,400,1,0,0,1,0,0,1,0,0,0,0,0,Vileparle East,Mumbai,0,0,0,908,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"MBBS, Diploma in Child Health (DCH)",19,0,General Medicine,150,2,0,0,0,0,1,0,0,0,1,0,0,Kavundampalayam,Coimbatore,0,0,0,365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
MBBS,46,0,General Medicine,100,1,0,0,0,0,1,0,0,0,0,0,0,Andheri West,Mumbai,0,1500,1,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"BHMS, MD - Medicine",14,0,Homeopath,500,2,0,0,1,0,0,1,1,0,0,0,0,Green Park,Delhi,0,0,0,234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",16,100,Dentist,500,2,0,1,0,0,0,1,1,1,0,0,0,Prabhadevi,Mumbai,0,0,1,661,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"BHMS, MD - Homeo Organon",6,0,Homeopath,250,2,0,0,1,0,0,1,1,0,0,0,0,Nagole,Hyderabad,0,0,0,543,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BHMS,6,0,Homeopath,100,1,0,0,1,0,0,1,0,0,0,0,0,Marathahalli,Bangalore,0,0,0,489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, MS - ENT",14,0,ENT Specialist,700,2,0,0,0,0,1,1,0,0,0,0,0,Millers Road,Bangalore,0,0,0,507,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"BDS, Fellow of Academy of General Education (FAGE), MDS",9,98,Dentist,200,3,0,1,0,0,0,1,1,1,0,0,0,Marathahalli,Bangalore,0,0,1,489,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BAMS,10,0,Ayurveda,250,1,0,0,0,1,0,1,0,0,0,0,0,Kukatpally,Hyderabad,0,0,0,420,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"BDS, MFGDP - Membership of the Faculty of General Dental Practitioners, Membership of the Faculty of Dental Surgeons(MFDS)",26,0,Dentist,100,3,0,1,0,0,0,0,1,0,0,0,0,Pattom,Thiruvananthapuram,0,0,0,632,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
BHMS,7,0,Homeopath,300,1,0,0,1,0,0,1,0,0,0,0,0,Hari Nagar,Delhi,0,0,0,247,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"BDS, MDS - Prosthodontist And Crown Bridge",20,98,Dentist,100,2,0,1,0,0,0,1,1,1,0,0,0,Kundalahalli,Bangalore,0,0,1,424,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BAMS, MD - Alternate Medicine, MS - Ayurveda",21,85,Ayurveda,500,3,0,0,0,1,0,1,1,0,0,0,0,Banjara Hills,Hyderabad,12,0,1,73,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
BDS,24,0,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,Saravanampatti,Coimbatore,0,0,0,747,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, MDS - Prosthodontist And Crown Bridge",9,99,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,Chintal,Hyderabad,0,0,1,132,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"MBBS, DGO",17,0,General Medicine,150,2,0,0,0,0,1,0,0,0,1,0,0,KPHB,Hyderabad,0,0,0,315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"MBBS, MD - General Medicine",39,0,General Medicine,200,2,0,0,0,0,1,0,1,0,0,0,0,TVM Pettah,Thiruvananthapuram,0,0,0,820,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
MDS - Periodontics,21,93,Dentist,200,1,0,0,0,0,0,1,1,1,0,0,0,Whitefield,Bangalore,0,0,1,926,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BAMS,20,0,Ayurveda,100,1,0,0,0,1,0,1,0,0,0,0,0,Grant Road,Mumbai,0,0,0,229,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
BHMS,0,0,Homeopath,200,1,0,0,1,0,0,1,0,0,0,0,0,Model Town,Delhi,0,0,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"BDS, Certificate in Dental Implants, Certificate of Oral Implantology, Certification in Aesthetic Dentistry",9,99,Dentist,300,4,0,1,0,0,0,0,0,0,0,0,0,Goregaon East,Mumbai,0,0,1,224,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"MDS - Orthodontics, Invisalign Training Course, BDS",15,98,Dentist,300,3,0,1,0,0,0,1,1,1,0,0,0,Koramangala,Bangalore,0,0,1,398,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MS - General Surgery, MCh - Urology",56,0,General Medicine,200,3,0,0,0,0,1,1,0,0,0,0,0,R.S. Puram,Coimbatore,0,0,0,673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",19,98,ENT Specialist,800,3,0,0,0,0,1,0,0,0,1,0,0,Shalimar Bagh,Delhi,0,0,1,769,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, MS - ENT, MCh - Head and Neck Oncology",21,0,ENT Specialist,600,3,0,0,0,0,1,1,0,0,0,0,0,Manapakkam,Chennai,0,600,1,481,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"BDS, Certificate in Dental Implants, Certification in Laser Dentistry",23,99,Dentist,100,3,0,1,0,0,0,0,0,0,0,0,0,Tambaram East,Chennai,23,0,1,823,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy",6,0,Dermatologists,800,3,0,0,0,0,1,0,1,0,0,0,0,Lajpat Nagar,Delhi,0,0,0,433,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, DDVL, DNB - Dermatology & Venereology",18,98,Dermatologists,500,3,0,0,0,0,1,0,0,0,1,0,0,Vileparle West,Mumbai,39,0,1,909,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
BHMS,3,0,Homeopath,750,1,0,0,1,0,0,1,0,0,0,0,0,Malad West,Mumbai,0,0,0,471,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"MBBS, DDVL",21,0,Dermatologists,200,2,0,0,0,0,1,0,0,0,1,0,0,Vijayanagar,Bangalore,0,0,0,897,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MD - Pulmonary Medicine, MD - General Medicine, DNB - Respiratory Diseases, Diploma in Tuberculosis and Chest Diseases (DTCD), MBBS",42,96,General Medicine,100,5,0,0,0,0,1,0,1,0,1,0,0,Vasant Kunj,Delhi,109,0,1,879,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
BAMS,9,0,Ayurveda,100,1,0,0,0,1,0,1,0,0,0,0,0,JP Nagar 2 Phase,Bangalore,0,0,0,278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BHMS, Fellowship in Applied Nutrition(FAN)",16,0,Homeopath,600,2,0,0,1,0,0,1,0,0,0,0,0,Vileparle East,Mumbai,0,0,0,908,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"DNB - Dermatology & Venereology, MBBS, DDV, DDVL",19,95,Dermatologists,500,4,0,0,0,0,1,0,0,0,1,0,0,Mulund West,Mumbai,190,0,1,531,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",9,100,Dentist,100,2,0,1,0,0,0,0,0,0,0,1,0,Kilpauk,Chennai,0,0,1,381,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, MDS - Oral & Maxillofacial Surgery, Certificate of Oral Implantology, Post-Graduate Certificate in Oral Implantology (PGCOI)",10,100,Dentist,300,4,0,1,0,0,0,1,1,1,0,0,0,Janak Puri,Delhi,0,0,1,293,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology",12,98,Dermatologists,400,2,0,0,0,0,1,0,1,0,0,0,0,Marathahalli,Bangalore,1101,0,1,489,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BAMS,6,100,Ayurveda,300,1,0,0,0,1,0,1,0,0,0,0,0,Bommanahalli,Bangalore,12,0,1,94,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BDS,17,100,Dentist,200,1,0,1,0,0,0,0,0,0,0,0,0,Banjara Hills,Hyderabad,0,0,1,73,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology, DNB, DDVL",10,0,Dermatologists,500,4,0,0,0,0,1,0,1,0,1,0,0,Kandivali East,Mumbai,0,0,1,344,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"MBBS, MD - Medicine",13,0,General Medicine,100,2,0,0,0,0,1,0,1,0,0,0,0,Sheikh Sarai,Delhi,0,0,1,774,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
MBBS,38,0,General Medicine,100,1,0,0,0,0,1,0,0,0,0,0,0,Nanganallur,Chennai,0,0,0,552,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BHMS,14,100,Homeopath,500,1,0,0,1,0,0,1,0,0,0,0,0,Banashankari 1st Stage,Bangalore,19,0,1,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BIMS,38,0,Ayurveda,500,1,0,0,0,0,0,1,0,0,0,0,0,Jangpura,Delhi,0,0,0,294,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"MBBS, DNB - General Medicine",13,0,General Medicine,350,2,0,0,0,0,1,0,1,0,1,0,0,Kanakpura Road,Bangalore,0,0,0,340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BDS, MDS",21,97,Dentist,500,2,0,1,0,0,0,1,1,1,0,0,0,Lajpat Nagar,Delhi,98,0,1,433,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, DLO, MS - Otorhinolaryngology, DNB - ENT",20,0,ENT Specialist,250,4,0,0,0,0,1,1,0,0,1,0,0,Changampuzha Nagar,Ernakulam,0,0,0,116,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",13,97,ENT Specialist,400,3,0,0,0,0,1,0,0,0,1,0,0,Koramangala,Bangalore,26,0,1,398,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, MD - Medicine",36,91,General Medicine,500,2,0,0,0,0,1,0,1,0,0,0,0,Pitampura,Delhi,3,0,1,650,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"MD - General Medicine, BHMS",19,0,Homeopath,500,2,0,0,1,0,0,1,1,0,0,0,0,Puzhal,Chennai,0,0,0,671,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BHMS, MD - Homeopathy",6,0,Homeopath,300,2,0,0,1,0,0,1,1,0,0,0,0,T Nagar,Chennai,0,0,1,814,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BDS, MDS - Periodontology and Oral Implantology",16,0,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,Perurkada,Thiruvananthapuram,0,0,0,646,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"BDS, MDS",12,100,Dentist,300,2,0,1,0,0,0,1,1,1,0,0,0,Shaikpet,Hyderabad,0,0,1,765,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
BHMS,7,0,Homeopath,200,1,0,0,1,0,0,1,0,0,0,0,0,Lajpat Nagar,Delhi,0,0,0,433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BHMS,5,94,Homeopath,500,1,0,0,1,0,0,1,0,0,0,0,0,Marathahalli,Bangalore,4,0,1,489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, DDVL",6,0,Dermatologists,300,2,0,0,0,0,1,0,0,0,1,0,0,Pragathi Nagar,Hyderabad,0,0,0,662,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy",11,0,Dermatologists,500,3,0,0,0,0,1,0,1,0,0,0,0,HSR Layout,Bangalore,0,0,1,244,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - General Medicine",38,0,General Medicine,200,2,0,0,0,0,1,0,1,0,0,0,0,Vanchiyur,Thiruvananthapuram,0,0,0,876,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
MBBS,40,0,General Medicine,200,1,0,0,0,0,1,0,0,0,0,0,0,Alandur,Chennai,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BHMS,12,0,Homeopath,500,1,0,0,1,0,0,1,0,0,0,0,0,Lokhandwala,Mumbai,0,0,0,444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"MD - Ayurveda Medicine, BAMS",5,0,Ayurveda,200,2,0,0,0,1,0,1,1,0,0,0,0,Bannerghatta Road,Bangalore,0,0,1,74,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MBBS, DNB - Ophthalmology",22,0,General Medicine,100,2,0,0,0,0,1,0,0,0,1,0,0,Greater Kailash Part 2,Delhi,0,0,1,233,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"BHMS, MD - Homeopathy",10,100,Homeopath,100,2,0,0,1,0,0,1,1,0,0,0,0,Kandivali West,Mumbai,0,0,1,345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"MBBS, MS - ENT, DLO",12,0,ENT Specialist,500,3,0,0,0,0,1,1,0,0,1,0,0,Perambur,Chennai,0,0,0,637,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, DDV",33,73,Dermatologists,400,2,0,0,0,0,1,0,0,0,1,0,0,Kaggadasapura,Bangalore,3,0,1,321,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - ENT",18,89,ENT Specialist,400,2,0,0,0,0,1,1,0,0,0,0,0,Sukh Vihar,Delhi,12,0,1,804,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, MS - ENT",12,81,ENT Specialist,200,2,0,0,0,0,1,1,0,0,0,0,0,Pallavaram,Chennai,5,0,1,606,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT",22,0,ENT Specialist,500,3,0,0,0,0,1,1,0,0,1,0,0,Adyar,Chennai,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, MD - Dermatology, Fellowship in Aesthetic Medicine",13,98,Dermatologists,400,3,0,0,0,0,1,0,1,0,0,0,0,Kasturi nagar,Bangalore,67,0,1,359,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BAMS, Diploma in Hospital Management",13,0,Ayurveda,350,2,0,0,0,1,0,1,0,0,1,0,0,Kothapet,Hyderabad,0,0,0,410,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Get inspired by remarkable stories of people like you,0,0,Dermatologists,100,1,1,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,0,100,0,860,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"BDS, MDS - Public Health Dentistry",15,99,Dentist,300,2,0,1,0,0,0,1,1,1,0,0,0,Wilson Garden,Bangalore,0,0,1,927,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MD - Homeopathy,48,0,Homeopath,100,1,0,0,0,0,0,0,1,0,0,0,0,Rajouri Garden,Delhi,0,0,0,685,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, MD - Dermatology , Venereology & Leprosy",16,99,Dermatologists,100,3,0,0,0,0,1,0,1,0,0,0,0,Hauz Khas,Delhi,27,0,1,251,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MDS - Oral & Maxillofacial Surgery, BDS",19,97,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,Villivakkam,Chennai,26,0,1,910,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB",20,0,ENT Specialist,100,3,0,0,0,0,1,0,0,0,1,0,0,Tagore Garden,Delhi,0,0,0,821,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
MBBS,48,0,General Medicine,50,1,0,0,0,0,1,0,0,0,0,0,0,Vasanthnagar,Bangalore,0,0,0,881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MD - Homeopathy, BHMS",11,0,Homeopath,200,2,0,0,1,0,0,1,1,0,0,0,0,Rohini Sector 3,Delhi,0,0,0,712,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, MD - General Medicine, MCPS, FCPS - Medicine",39,0,General Medicine,100,4,0,0,0,0,1,0,1,0,0,0,0,Vileparle West,Mumbai,0,0,1,909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"BHMS, Certificate in Sports Nutrition, Fellowship in Cardiac Rehabilitation",9,100,Homeopath,100,3,0,0,1,0,0,1,0,0,0,0,0,Santacruz West,Mumbai,5,0,1,744,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"BDS, MDS - Paedodontics And Preventive Dentistry, FAGE",8,0,Dentist,200,3,0,1,0,0,0,1,1,1,0,0,0,Edapally,Ernakulam,3,200,1,192,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
BHMS,11,0,Homeopath,800,1,0,0,1,0,0,1,0,0,0,0,0,Mulund West,Mumbai,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"MBBS, Post Graduate Diploma in Medical Cosmetology (PGDMC), Diploma in Practical Dermatology",23,89,Dermatologists,500,3,0,0,0,0,1,0,1,0,1,0,0,Richmond Town,Bangalore,12,0,1,704,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MBBS,43,0,General Medicine,200,1,0,0,0,0,1,0,0,0,0,0,0,Andheri West,Mumbai,0,0,0,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"BDS, MDS - Prosthodontist And Crown Bridge",10,0,Dentist,100,2,0,1,0,0,0,1,1,1,0,0,0,Kovalam,Thiruvananthapuram,0,0,0,414,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"BAMS, Diploma in Acupuncture",35,97,Ayurveda,500,2,0,0,0,1,0,1,0,0,1,0,0,T Nagar,Chennai,55,0,1,814,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MBBS, Diploma in Dermatology",21,0,Dermatologists,400,2,0,0,0,0,1,0,0,0,1,0,0,Jogeshwari West,Mumbai,0,0,0,310,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"MBBS, MS - General Surgery",34,0,General Medicine,200,2,0,0,0,0,1,1,0,0,0,0,0,Siddhapudur,Coimbatore,0,0,0,781,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
BHMS,5,88,Homeopath,500,1,0,0,1,0,0,1,0,0,0,0,0,Laxmi Nagar,Delhi,0,0,1,440,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, BHMS",18,0,Homeopath,100,2,0,0,1,0,1,1,0,0,0,0,0,Swasthya Vihar,Delhi,0,0,0,812,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, Diploma in Otorhinolaryngology (DLO)",34,0,ENT Specialist,250,2,0,0,0,0,1,0,0,0,1,0,0,Madipakkam,Chennai,0,0,0,458,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BHMS,29,0,Homeopath,200,1,0,0,1,0,0,1,0,0,0,0,0,Tripunithura,Ernakulam,0,0,0,852,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MDS - Orthodontics,11,0,Dentist,100,1,0,0,0,0,0,1,1,1,0,0,0,Panampilly Nagar,Ernakulam,0,0,0,610,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MS - Otorhinolaryngology, Diploma in Otorhinolaryngology (DLO)",32,0,General Medicine,350,3,0,0,0,0,1,1,0,0,1,0,0,Tondiarpet,Chennai,0,0,0,848,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BDS, MDS - Orthodontics",24,0,Dentist,500,2,0,1,0,0,0,1,1,1,0,0,0,Vasant Kunj,Delhi,0,0,1,879,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
BAMS,27,0,Ayurveda,50,1,0,0,0,1,0,1,0,0,0,0,0,Wadala,Mumbai,0,0,0,919,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"BAMS, MD - Ayurvedic Pharmacology, Advance Diploma in Nutrition and Dietetics",10,67,Ayurveda,500,3,0,0,0,1,0,1,1,0,1,0,0,Dadar East,Mumbai,0,0,1,153,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"MBBS, MS - ENT, Certificate in Pediatric Otolaryngology - Head and Neck Surgery, ECFMG (USA)",15,97,ENT Specialist,600,4,0,0,0,0,1,1,0,0,0,0,0,Dwarka,Delhi,102,0,1,176,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"MDS - Oral & Maxillofacial Surgery, BDS",41,0,Dentist,800,2,0,1,0,0,0,1,1,1,0,0,0,Vileparle West,Mumbai,0,800,1,909,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
BAMS,6,0,Ayurveda,200,1,0,0,0,1,0,1,0,0,0,0,0,Sahakaranagar,Bangalore,0,0,0,729,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MBBS, MF- Homeopathy, Fellowship in Diabetology, Fellowship of College of General Practice (FCGP)",46,96,Homeopath,100,4,0,0,0,0,1,0,0,0,0,0,0,Bowenpally,Hyderabad,148,0,1,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"MDS - Pedodontics, BDS",5,100,Dentist,500,2,0,1,0,0,0,1,1,1,0,0,0,Nungambakkam,Chennai,0,0,1,583,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BHMS,18,100,Homeopath,250,1,0,0,1,0,0,1,0,0,0,0,0,New BEL Road,Bangalore,40,0,1,574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BHMS,12,0,Homeopath,500,1,0,0,1,0,0,1,0,0,0,0,0,Vilankurichi,Coimbatore,0,0,0,906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"MS - ENT, Diploma in Otorhinolaryngology (DLO), MBBS",33,93,ENT Specialist,500,3,0,0,0,0,1,1,0,0,1,0,0,Paschim Vihar,Delhi,4,0,1,624,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
MD - Homeopathy,21,0,Homeopath,100,1,0,0,0,0,0,0,1,0,0,0,0,Shantinagar,Bangalore,0,0,0,772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BDS,6,0,Dentist,200,1,0,1,0,0,0,0,0,0,0,0,0,Kailash Colony,Delhi,0,200,1,323,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
BHMS,5,0,Homeopath,450,1,0,0,1,0,0,1,0,0,0,0,0,Powai,Mumbai,0,0,1,660,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Diploma in Trichology - Cosmetology, Diploma in Aesthetic Dermatology, MD - Alternate Medicine, BAMS, Diploma in Hair Restoration Surgery",10,0,Ayurveda,500,5,0,0,0,1,0,1,1,0,1,0,0,Ghatkopar East,Mumbai,0,0,0,217,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"MD - Dermatology , Venereology & Leprosy, MBBS",2,0,Dermatologists,500,3,0,0,0,0,1,0,1,0,0,0,0,Malkajgiri,Hyderabad,0,0,0,473,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
